SrcIP,SrcPort,DstIP,DstPort,Proto,CurrentLength,TotalPkts,MinLen,MaxLen,SumLen,MeanLen,Label
10.8.8.138,50886,74.125.226.40,443,17,5570560,11,82,1392,8737,52053457,5
79.111.13.217,47452,10.8.8.130,51413,17,0,1,275,275,275,18022400,-1
10.8.0.6,40273,213.199.179.154,40028,17,0,1,75,75,75,4915200,-1
10.8.8.234,37879,173.194.67.16,465,6,4325376,15,66,907,2801,12237755,0
10.8.8.246,57980,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,43465,207.241.236.176,80,6,4325376,1420,66,255,98598,4550506,0
74.125.226.47,443,10.8.8.138,46238,6,4325376,15,66,216,1347,5885132,5
74.7.71.14,62639,10.8.8.134,15685,17,4128768,4,63,63,252,4128768,2
10.8.8.134,15685,157.55.56.153,40033,17,5046272,4,77,77,308,5046272,2
10.8.8.134,15685,111.240.65.105,33037,17,0,1,60,60,60,3932160,-1
10.8.8.130,49539,76.217.166.69,6113,17,0,1,60,60,60,3932160,-1
10.8.8.246,62101,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,56957,82.242.167.105,64603,6,4325376,11,66,142,863,5141597,6
10.8.8.246,51571,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,37630,72.21.91.29,80,6,4325376,4,66,505,711,11649024,0
66.60.22.202,123,10.8.8.246,17049,17,0,1,90,90,90,5898240,-1
192.0.77.2,443,10.8.8.138,48309,6,3932160,6,60,85,385,4205226,5
10.8.8.130,49539,82.66.32.219,26617,17,4194304,8,64,64,512,4194304,2
10.8.8.134,15685,122.148.201.165,30359,17,0,1,60,60,60,3932160,-1
10.8.8.222,57868,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
202.118.1.81,123,10.8.8.246,17051,17,0,1,90,90,90,5898240,-1
10.8.8.246,50686,224.0.0.252,5355,17,4325376,2,66,66,132,4325376,5
209.148.205.32,80,10.8.8.138,41297,6,4325376,3,66,66,198,4325376,5
81.216.60.217,53710,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.130,49539,196.210.33.189,35726,17,0,1,60,60,60,3932160,-1
10.8.0.10,56503,173.252.79.90,50015,17,12713984,2,86,194,280,9175040,6
113.144.223.58,19078,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
173.194.67.16,465,10.8.8.234,37861,6,3932160,20,60,302,2197,7199129,0
131.202.6.26,13000,10.8.8.246,29918,6,3932160,13,60,1374,6439,32460484,2
10.8.8.138,41274,209.148.205.32,80,6,4325376,8,66,66,528,4325376,5
10.8.8.234,37875,173.194.67.16,465,6,4325376,14,66,910,2706,12667172,0
79.16.130.173,24697,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
205.188.12.91,443,10.8.8.178,48911,6,11534336,498,60,720,101592,13369344,2
64.233.184.16,465,10.8.8.110,37418,6,3932160,20,60,304,2193,7186022,0
64.4.23.159,40005,10.8.8.130,49539,17,31981568,5,110,488,2062,27027046,2
91.189.89.22,443,10.8.0.10,45544,6,8847360,21,66,1404,19210,59949836,0
10.8.8.138,37613,204.236.238.164,1321,6,4325376,336,66,269,22702,4427971,0
64.233.184.16,465,10.8.8.110,37431,6,3932160,20,60,304,2193,7186022,0
74.125.226.40,443,10.8.8.138,53306,6,4325376,16,66,212,1409,5771264,5
157.55.235.157,40010,10.8.0.6,40273,17,24313856,2,371,493,864,28311552,6
10.8.8.246,52972,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
75.101.155.12,22,10.8.8.138,43336,6,9830400,29633,66,1374,4209032,9308646,0
10.8.8.246,55219,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.123.118,443,10.8.0.10,44767,6,3932160,23,60,1404,6325,18022400,0
157.55.235.158,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.0.10,53693,173.252.79.94,443,6,4325376,14,66,218,1560,7302582,6
10.8.8.130,47783,207.241.237.128,80,6,4325376,888,66,296,60504,4465304,0
10.8.8.134,15685,73.25.184.121,58698,17,4194304,5,64,64,320,4194304,2
10.8.0.6,40273,65.55.223.16,40022,17,0,1,76,76,76,4980736,-1
10.8.8.222,61818,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,18420,10.8.0.6,34575,17,4587520,2,70,70,140,4587520,4
99.29.0.18,46385,10.8.8.134,44588,6,4325376,41,66,164,2931,4685024,6
10.8.8.134,15685,73.186.119.91,6743,17,0,1,60,60,60,3932160,-1
10.8.0.10,36305,91.189.89.106,80,6,4325376,6,66,220,558,6094848,0
10.8.8.138,36949,204.236.238.164,1942,6,4325376,12,66,173,1190,6498986,2
207.241.228.122,80,10.8.8.130,59740,6,4325376,3511,66,1374,4799297,89583232,5
10.8.0.6,47314,23.23.138.128,443,6,4325376,4,66,66,264,4325376,5
173.194.67.16,465,10.8.8.234,37863,6,3932160,20,60,302,2185,7159808,0
10.8.0.10,43021,173.194.123.12,443,6,7012352,26,66,578,2876,7249289,2
10.8.8.130,49539,82.164.164.243,2920,17,0,1,60,60,60,3932160,-1
24.156.140.49,443,10.8.8.138,47270,6,4325376,2,66,74,140,4587520,5
10.8.8.178,52914,91.189.89.240,80,6,4325376,19,66,385,1581,5453285,5
10.8.0.14,46387,216.58.219.227,443,6,4325376,22,66,375,2470,7357905,0
157.55.56.169,40008,10.8.8.134,15685,17,0,1,63,63,63,4128768,-1
8.18.45.80,443,10.8.0.6,37179,6,3932160,5,60,77,317,4154982,0
10.8.8.130,49539,111.221.77.156,443,17,0,1,60,60,60,3932160,-1
111.221.74.45,443,10.8.0.6,40273,17,0,1,68,68,68,4456448,-1
10.8.8.130,51413,67.215.246.10,6881,17,0,1,139,139,139,9109504,-1
10.8.8.222,50696,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
157.55.56.169,40020,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.178,52379,216.58.210.33,443,6,4325376,30,66,438,3307,7224251,0
157.55.56.152,40005,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
204.236.238.164,1306,10.8.8.138,41998,6,4325376,482,66,1374,36982,5028324,5
10.8.8.130,51300,207.241.224.2,443,6,4325376,30,66,330,2656,5802120,5
216.58.210.46,443,10.8.8.178,39780,6,4325376,13,66,1374,5157,25997627,5
75.101.155.12,1420,10.8.8.138,55570,6,3932160,13,60,1374,7085,35717120,0
10.8.0.10,18420,111.221.74.14,40029,17,0,1,83,83,83,5439488,-1
10.8.8.130,49539,130.88.8.60,56289,17,4194304,629,60,575,93566,9748714,2
111.221.74.31,40033,10.8.8.178,15685,17,3932160,5,60,913,2059,26987724,1
10.8.8.138,34714,74.125.226.32,443,6,4325376,25,66,483,2869,7520911,2
10.8.8.246,51701,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
23.235.44.143,443,10.8.8.138,49926,6,4325376,4,66,97,295,4833280,5
10.8.8.138,50675,74.125.226.57,443,17,5373952,5,79,1392,2417,31680102,5
207.241.237.128,80,10.8.8.130,47682,6,3932160,335,60,1374,452241,88471839,5
10.8.0.6,40273,157.55.56.159,40004,17,0,1,73,73,73,4784128,-1
173.194.123.5,443,10.8.0.10,33812,6,4325376,9,66,1404,4864,35418567,0
95.102.249.64,9224,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.134,46835,137.117.177.33,443,6,4325376,11,66,743,1836,10938554,0
10.8.8.222,13459,204.2.134.163,123,17,0,1,90,90,90,5898240,-1
173.194.123.8,443,10.8.0.14,34564,6,4325376,35,66,1404,11632,21780421,0
54.243.70.179,443,10.8.8.138,42087,6,4325376,2,66,74,140,4587520,5
204.236.238.164,1620,10.8.8.138,58798,6,3932160,177,60,1374,232567,86110231,5
10.8.8.130,59747,207.241.228.122,80,6,4325376,431,66,277,29701,4516205,0
10.8.0.10,35325,173.194.123.15,443,6,3932160,15,60,265,1403,6129800,0
173.252.79.90,50015,10.8.0.10,34992,17,7733248,2,118,146,264,8650752,6
111.221.74.27,40034,10.8.8.130,49539,17,4128768,5,62,110,359,4705484,1
10.8.8.138,17500,255.255.255.255,17500,17,17825792,354,272,272,96288,17825792,3
10.8.8.222,52505,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
157.55.56.142,443,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
209.148.205.32,80,10.8.8.138,41291,6,4325376,7,66,66,462,4325376,5
93.184.220.29,80,10.8.8.178,38630,6,4325376,2,66,74,140,4587520,5
74.125.29.189,443,10.8.0.14,53246,6,4325376,442,66,1386,104322,15467978,0
10.8.8.138,57596,74.125.226.32,443,17,5570560,21,79,1392,10640,33204906,5
178.44.151.195,19541,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
207.241.236.176,80,10.8.8.130,43490,6,4325376,406,66,1374,551489,89020648,5
10.8.8.130,43503,207.241.236.176,80,6,4325376,1146,66,253,82000,4689312,0
10.8.8.110,37420,64.233.184.16,465,6,4325376,16,66,583,2427,9940992,0
10.8.8.222,44886,77.72.169.162,6901,17,4718592,4,72,72,288,4718592,6
10.8.0.6,35990,199.16.156.201,443,6,3932160,24,60,66,1572,4292608,2
10.8.0.10,34707,173.194.123.4,80,6,4325376,17,66,1100,2164,8342347,0
157.56.52.25,40002,10.8.8.178,15685,17,0,1,524,524,524,34340864,-1
10.8.8.134,37843,71.179.224.152,47644,6,4325376,161,66,1108,71000,28900968,6
173.223.153.85,80,10.8.8.138,42711,6,4325376,2,66,74,140,4587520,5
10.8.0.14,39988,216.58.219.238,443,6,4325376,20,66,1404,5507,18045337,0
176.14.246.0,35691,10.8.8.130,51413,17,23658496,2,112,361,473,15499264,4
23.63.99.232,443,10.8.8.130,59901,6,8847360,6,66,267,759,8290304,0
126.171.246.104,6549,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.222,64830,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.32,443,10.8.8.138,60371,17,0,1,1392,1392,1392,91226112,-1
10.8.8.134,15685,174.5.2.164,45296,17,0,1,60,60,60,3932160,-1
10.8.8.134,52908,71.59.228.102,5624,6,4325376,114,66,1374,36215,20819177,6
10.8.0.10,35058,216.58.219.229,443,6,4325376,47,66,1404,12566,17521816,0
10.8.8.130,43527,207.241.236.176,80,6,4325376,769,66,255,53759,4581469,0
10.8.8.130,49539,213.199.179.159,40005,17,4980736,2,76,76,152,4980736,6
10.8.8.246,50125,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
77.46.255.8,0,10.8.8.130,0,1,0,1,88,88,88,5767168,-1
23.23.138.128,443,10.8.0.6,47316,6,4325376,4,66,97,295,4833280,5
10.8.0.10,41982,173.194.123.108,443,6,4325376,33,66,569,3175,6305357,0
10.8.8.138,54474,75.101.155.12,21,6,4325376,25,66,359,3545,9293004,2
68.39.103.211,65514,10.8.8.134,45599,6,3932160,78,60,125,5305,4457288,6
111.221.77.159,40005,10.8.8.130,49539,17,31981568,3,488,488,1464,31981568,2
10.8.8.246,50050,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
68.180.110.66,12732,10.8.0.6,48617,6,4325376,8,66,165,729,5971968,6
10.8.8.134,56561,63.133.133.162,24530,6,4849664,3,74,74,222,4849664,2
151.236.19.39,0,10.8.8.130,0,1,6422528,685,98,98,67130,6422528,2
10.8.8.130,49539,50.191.240.90,3845,17,0,1,60,60,60,3932160,-1
10.8.0.6,38342,24.102.232.252,17326,6,4325376,105,66,1090,24959,15578219,0
131.202.152.90,65028,10.8.0.6,40273,17,0,1,60,60,60,3932160,-1
62.65.126.28,42477,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.138,36920,74.125.226.33,443,17,5177344,8,79,1392,5577,45686784,5
131.202.6.26,13000,10.8.8.246,29948,6,3932160,13,60,1374,6440,32465526,2
10.8.8.222,65527,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,49432,173.252.79.94,443,6,4325376,14,66,218,1560,7302582,6
10.8.0.10,35362,173.194.123.15,443,6,3932160,14,60,265,1343,6286774,0
10.8.8.130,33853,207.241.227.212,80,6,4325376,686,66,253,47852,4571470,0
173.194.123.2,443,10.8.0.10,45975,6,4325376,9,66,1404,4864,35418567,0
209.148.205.16,80,10.8.8.138,58785,6,4325376,7,66,66,462,4325376,5
10.8.8.130,51413,212.129.33.50,6881,17,6553600,4,100,139,439,7192576,4
209.148.205.16,80,10.8.8.138,58753,6,4325376,6,66,66,396,4325376,5
10.8.8.246,64996,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,37632,72.21.91.29,80,6,4325376,2,66,74,140,4587520,5
10.8.0.6,40273,64.4.23.169,40027,17,4849664,2,74,74,148,4849664,6
74.125.226.8,443,10.8.0.14,50013,6,3932160,16,60,333,1902,7790592,0
10.8.0.10,37617,72.21.91.29,80,6,4325376,7,66,505,909,8510317,0
23.65.248.82,80,10.8.0.10,34023,6,4325376,2,66,74,140,4587520,5
10.8.8.130,44579,91.190.218.40,33033,6,3932160,8,60,534,1020,8355840,2
10.8.8.222,56405,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
213.199.179.165,40022,10.8.0.6,40273,17,0,1,541,541,541,35454976,-1
10.8.8.222,55125,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,54375,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
74.125.226.55,443,10.8.8.138,37700,17,22085632,3,74,1392,1803,39387136,5
10.8.8.138,44627,74.125.226.41,443,6,4325376,20,66,328,1984,6501171,2
10.8.8.246,56803,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,212.161.8.36,13392,17,10420224,4,159,159,636,10420224,2
67.215.246.10,6881,10.8.8.130,51413,17,0,1,530,530,530,34734080,-1
10.8.8.222,62527,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,49539,10.8.8.134,15685,17,4587520,431,70,70,30170,4587520,2
38.65.20.18,443,10.8.8.138,36314,6,3932160,2,60,66,126,4128768,5
10.8.8.246,56934,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,33969,173.252.79.94,443,6,4325376,14,66,218,1560,7302582,6
10.8.0.10,39469,69.171.255.36,3478,17,0,1,70,70,70,4587520,-1
10.8.8.130,49539,86.138.130.48,27863,17,0,1,60,60,60,3932160,-1
10.8.8.130,57005,207.241.239.206,6969,6,4325376,6,66,408,746,8148309,4
173.194.67.16,465,10.8.8.234,37841,6,3932160,19,60,302,2131,7350379,0
10.8.8.130,59712,207.241.228.122,80,6,4325376,268,66,266,21812,5333847,0
10.8.0.10,35730,173.252.110.27,443,6,3932160,19,60,1105,2741,9454430,0
69.181.136.22,57191,10.8.8.130,49539,17,4194304,164,64,569,36613,14630912,2
10.8.8.178,54877,63.245.217.160,443,6,4325376,10,66,775,1759,11527782,0
10.8.0.10,58241,173.194.76.127,19302,17,4063232,291,62,62,18042,4063232,6
74.125.226.3,443,10.8.0.14,39462,6,3932160,29,60,1404,7423,16774956,0
173.194.67.16,465,10.8.8.234,37878,6,3932160,19,60,302,2131,7350379,0
10.8.8.130,49539,79.184.32.12,14818,17,0,1,60,60,60,3932160,-1
10.8.0.10,40561,173.194.123.3,443,6,7012352,65,66,1404,6439,6492096,0
80.102.28.129,28077,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
157.56.52.29,40010,10.8.0.6,40273,17,0,1,493,493,493,32309248,-1
10.8.8.134,15685,72.35.103.221,35314,17,0,1,60,60,60,3932160,-1
10.8.8.246,61514,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.67.16,465,10.8.8.234,37829,6,3932160,20,60,302,2197,7199129,0
10.8.8.130,41964,137.117.177.33,443,6,4325376,14,66,647,1970,9221851,0
207.241.237.128,80,10.8.8.130,47776,6,4325376,809,66,1374,1102762,89333263,5
128.78.14.125,26965,10.8.8.134,56277,6,3932160,95,60,147,6424,4431613,6
10.8.8.130,59901,23.63.99.232,443,6,4325376,9,66,583,1380,10048853,0
10.8.0.6,40273,111.221.77.169,40016,17,5046272,2,77,77,154,5046272,6
10.8.8.222,61161,216.58.210.46,443,6,3932160,12,60,1374,2849,15559338,0
10.8.8.138,46617,74.125.226.57,443,6,4325376,7,66,66,462,4325376,5
10.8.8.222,49278,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
207.241.237.128,80,10.8.8.130,47755,6,4325376,5740,66,1374,7850600,89633610,5
216.58.219.238,443,10.8.0.10,42752,6,3932160,23,60,1404,6616,18851572,0
10.8.8.130,51413,5.248.128.50,49001,17,0,1,139,139,139,9109504,-1
111.221.77.160,40001,10.8.0.6,40273,17,6553600,6,63,100,489,5341184,6
10.8.0.10,42736,216.58.219.238,443,6,4325376,24,66,1404,4351,11881130,0
10.8.8.222,58721,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,47765,207.241.237.128,80,6,4325376,248,66,289,17589,4648035,0
64.233.184.16,995,10.8.8.110,51638,6,3932160,17,60,218,1660,6399397,6
10.8.8.138,58754,209.148.205.16,80,6,4325376,7,66,66,462,4325376,5
10.8.0.6,40273,157.55.130.172,40027,17,0,1,103,103,103,6750208,-1
10.8.8.178,51944,216.58.208.37,443,6,4325376,19,66,1374,4306,14852527,0
10.8.8.178,41066,68.232.34.191,443,6,3932160,12,60,264,1083,5914624,0
81.248.21.133,25063,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
95.211.168.89,6881,10.8.8.130,51413,17,0,1,100,100,100,6553600,-1
216.58.208.37,443,10.8.8.178,51898,6,3932160,19,60,1059,2898,9995964,0
217.86.148.136,32620,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
74.125.226.35,443,10.8.8.138,52548,17,0,1,1392,1392,1392,91226112,-1
10.8.8.130,49539,213.102.81.77,39975,17,0,1,60,60,60,3932160,-1
173.194.67.16,465,10.8.8.234,37847,6,3932160,20,60,302,2191,7179468,0
10.8.8.134,15685,109.129.115.38,61971,17,0,1,60,60,60,3932160,-1
10.8.8.130,49539,213.199.179.171,443,17,0,1,60,60,60,3932160,-1
10.8.8.130,51413,198.245.61.44,9097,17,0,1,139,139,139,9109504,-1
46.17.57.54,0,10.8.8.134,0,1,6422528,663,98,98,64974,6422528,2
173.194.67.16,465,10.8.8.234,37857,6,3932160,20,60,302,2191,7179468,0
74.125.228.213,443,10.8.0.14,57103,6,3932160,22,60,1404,6319,18823726,0
54.231.17.48,80,10.8.0.6,49049,6,3932160,7,60,60,420,3932160,5
10.8.8.138,58786,209.148.205.16,80,6,4325376,8,66,66,528,4325376,5
10.8.8.134,15685,122.80.195.117,14378,17,0,1,60,60,60,3932160,-1
10.8.0.14,50017,74.125.226.8,443,6,4325376,16,66,1404,4085,16732160,0
10.8.8.130,51413,91.121.59.153,6881,17,6553600,5,100,136,572,7497318,4
10.8.0.6,40273,111.221.77.162,40015,17,0,1,78,78,78,5111808,-1
207.241.236.176,80,10.8.8.130,43533,6,4325376,1212,66,1374,1654049,89438741,5
10.8.8.130,51413,222.160.229.8,9101,17,0,1,139,139,139,9109504,-1
10.8.0.6,40273,157.55.235.166,40018,17,5111808,7,63,78,530,4962011,6
74.125.226.47,443,10.8.8.138,45349,6,4325376,16,66,216,1413,5787648,5
74.125.226.41,443,10.8.8.138,55005,17,40042496,11,74,1392,6209,36992093,5
209.148.205.35,443,10.8.8.138,42010,6,4325376,89622,66,1374,123025989,89962634,5
80.239.235.110,11666,10.8.8.222,53075,17,8192000,177639,125,125,22204875,8192000,6
10.8.0.6,40273,111.221.74.28,40028,17,0,1,78,78,78,5111808,-1
10.8.8.246,54225,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,34698,88.166.212.83,30735,6,4325376,20,66,148,1672,5478809,6
157.55.130.142,40019,10.8.8.134,15685,17,0,1,62,62,62,4063232,-1
74.125.226.8,443,10.8.0.14,49999,6,3932160,16,60,333,1809,7409664,0
10.8.0.6,40273,64.4.23.169,40015,17,0,1,77,77,77,5046272,-1
10.8.8.130,60797,23.54.136.70,443,6,3932160,49,60,595,4200,5617371,0
74.125.226.58,443,10.8.8.138,42283,6,3932160,17,60,1374,7333,28269146,5
84.194.84.124,0,10.8.8.130,0,1,0,1,88,88,88,5767168,-1
10.8.8.138,54672,74.125.226.35,443,6,4325376,3,66,66,198,4325376,5
10.8.8.130,51413,80.98.143.168,33704,17,0,1,139,139,139,9109504,-1
173.194.123.5,443,10.8.0.10,33902,6,4325376,10,66,1404,4930,32309248,0
10.8.8.222,55113,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.130,47752,207.241.237.128,80,6,4325376,263,66,289,18309,4562352,0
10.8.8.246,56330,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.6,40273,111.221.74.14,40022,17,5177344,2,79,79,158,5177344,6
10.8.0.10,33943,91.189.89.105,80,6,4325376,323,66,338,21598,4382187,0
137.117.177.33,443,10.8.8.130,41987,6,3932160,14,60,1374,12578,58879414,5
207.241.237.128,80,10.8.8.130,47699,6,4325376,458,66,1374,602021,86144210,5
91.190.216.125,12350,10.8.0.10,55376,6,3932160,44,60,171,3306,4924136,6
213.199.179.169,40020,10.8.0.6,40273,17,4063232,2,62,62,124,4063232,6
119.105.188.250,57000,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
10.8.8.246,52943,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
77.70.31.195,17872,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
74.125.226.47,443,10.8.8.138,46266,6,4325376,16,66,216,1413,5787648,5
204.236.238.164,1362,10.8.8.138,53881,6,4325376,973,66,1374,68452,4610555,5
173.194.123.4,443,10.8.0.10,33743,6,8060928,7,66,1404,4687,43881033,0
10.8.0.14,47063,74.125.226.2,443,6,4325376,18,66,1404,4475,16292977,0
207.241.239.206,6969,10.8.8.130,56860,6,4325376,5,66,142,414,5426380,4
10.8.8.222,63368,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,57413,137.116.32.77,443,6,4325376,12,66,333,1545,8437760,0
10.8.8.138,51142,74.125.226.56,443,6,4325376,14,66,583,1819,8514998,0
10.8.0.10,39234,173.252.79.94,50009,17,12189696,5,86,194,838,10983833,6
10.8.8.222,63128,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.138,56616,208.117.251.116,443,6,4325376,7,66,583,1038,9718052,5
213.199.179.176,40018,10.8.0.10,18420,17,0,1,60,60,60,3932160,-1
213.199.179.141,40030,10.8.0.6,40273,17,4128768,14,63,63,882,4128768,2
178.168.63.248,35394,10.8.0.6,49574,6,4325376,9,66,151,741,5395797,6
10.8.8.138,46238,74.125.226.47,443,6,4325376,16,66,583,1951,7991296,0
10.8.8.138,37128,204.236.238.164,1985,6,4325376,1189,66,215,80308,4426463,2
10.8.0.14,50030,74.125.226.8,443,6,4325376,27,66,1404,9105,22100195,0
10.8.8.222,53375,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,57243,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,41626,173.252.79.90,443,6,4325376,8,66,218,732,5996544,0
207.241.227.82,80,10.8.8.130,52089,6,4325376,1977,66,1374,2704088,89638397,5
213.199.179.176,40026,10.8.0.6,40273,17,4128768,8,63,63,504,4128768,2
213.199.179.143,33033,10.8.0.10,18420,17,0,1,60,60,60,3932160,-1
10.8.8.134,36137,184.166.38.160,11767,6,4325376,232,66,1374,109908,31047115,6
10.8.8.130,52116,207.241.227.82,80,6,4325376,288,66,277,19923,4533589,0
10.8.8.178,52153,216.58.208.35,443,6,4325376,7,66,228,793,7424292,0
37.78.128.183,33287,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.138,58926,69.25.24.24,443,6,3932160,8,60,60,480,3932160,5
176.233.67.176,12326,10.8.8.130,49539,17,0,1,68,68,68,4456448,-1
10.8.8.130,42310,239.255.255.250,1900,17,11403264,2,174,175,349,11436032,2
204.236.238.164,1583,10.8.8.138,41789,6,3932160,77,60,1374,94399,80344582,5
209.148.205.26,443,10.8.0.10,34035,6,4325376,7,66,239,723,6768932,0
10.8.8.130,49539,80.198.96.67,31674,17,0,1,60,60,60,3932160,-1
10.8.0.14,57103,74.125.228.213,443,6,4325376,23,66,1404,4280,12195394,0
121.45.207.120,42208,10.8.8.134,15685,17,0,1,68,68,68,4456448,-1
173.194.123.15,443,10.8.0.10,35443,6,4325376,9,66,1404,4864,35418567,0
10.8.8.130,56843,207.241.239.206,6969,6,4325376,6,66,419,757,8268458,4
64.4.23.160,40010,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.134,15685,114.142.204.42,62913,17,0,1,60,60,60,3932160,-1
10.8.8.138,44993,74.125.226.34,443,17,5177344,2,79,1392,1471,48201728,5
10.8.8.130,49539,178.201.202.60,6735,17,0,1,60,60,60,3932160,-1
173.194.123.5,443,10.8.0.10,33807,6,4325376,9,66,1404,4865,35425848,0
10.8.0.6,40273,157.55.56.151,40013,17,0,1,79,79,79,5177344,-1
10.8.8.138,0,107.22.243.234,0,1,5373952,6,82,82,492,5373952,5
10.8.8.246,53046,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.252.79.90,443,10.8.0.10,45031,6,4325376,5,66,170,518,6789529,0
65.55.223.46,40011,10.8.0.6,40273,17,0,1,543,543,543,35586048,-1
157.55.130.168,40019,10.8.8.134,15685,17,31784960,4,485,485,1940,31784960,2
10.8.8.130,59035,207.241.227.188,80,6,4325376,1739,66,301,124982,4710074,0
157.55.235.146,40006,10.8.0.6,40273,17,0,1,62,62,62,4063232,-1
10.8.8.130,49539,217.88.181.33,38942,17,0,1,60,60,60,3932160,-1
10.8.8.222,62194,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.0.10,42396,173.194.123.0,443,6,3932160,14,60,265,1343,6286774,0
10.8.8.130,49539,88.163.233.117,47999,17,0,1,60,60,60,3932160,-1
10.8.0.14,53784,216.58.219.229,443,6,4325376,19,66,1404,4216,14542093,0
10.8.8.134,15685,131.191.61.98,36600,17,0,1,60,60,60,3932160,-1
129.98.43.99,24011,10.8.8.130,56653,6,10420224,26,66,1178,5392,13591158,0
69.171.255.36,3478,10.8.0.10,35780,17,0,1,74,74,74,4849664,-1
10.8.8.138,45269,74.125.226.47,443,6,4325376,6,66,66,396,4325376,5
10.8.8.130,48971,207.241.226.111,6969,6,4325376,6,66,419,757,8268458,4
173.194.123.4,443,10.8.0.14,39082,6,3932160,19,60,1404,6030,20799056,0
86.193.232.51,40406,10.8.8.130,49539,17,4194304,4,64,64,256,4194304,2
10.8.0.14,53933,173.194.123.5,443,6,4325376,6,66,66,396,4325376,5
10.8.8.246,52676,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
10.8.8.246,57278,224.0.0.252,5355,17,4194304,2,64,64,128,4194304,6
173.194.67.16,465,10.8.8.234,37824,6,3932160,20,60,302,2197,7199129,0
10.8.8.130,33809,207.241.227.212,80,6,4325376,919,66,255,67338,4802027,0
